Identificador, Temperatura, Presión, Altitud, Longitud(GPS), Latitud(GPS), Altitud(GPS), Acelerómetro X, acelerómetro Y, Acelerómetro Z, gyroscopio X, gyroscopio Y, gyroscopio Z, número de paquete
OMEGA,32.31,99117.54,185.43,0.00,0.00,0.00,5840,-10124,13752,129,394,346,2262
OMEGA,32.31,99114.63,185.68,0.00,0.00,0.00,3244,-9180,14308,-2463,5267,-7883,2263
OMEGA,32.31,99120.61,185.17,0.00,0.00,0.00,4548,-16284,10612,-5254,9459,1856,2264
OMEGA,32.30,99116.36,185.53,0.00,0.00,0.00,1512,-7844,15800,2276,-2844,-3699,2265
OMEGA,32.30,99115.23,185.63,0.00,0.00,0.00,3708,-8952,15320,4090,-3426,6162,2266
OMEGA,32.30,99116.88,185.48,0.00,0.00,0.00,7896,-9472,15464,-6348,4247,-760,2267
OMEGA,32.30,99116.57,185.51,0.00,0.00,0.00,4756,-7600,17000,-2913,-583,-2812,2268
OMEGA,32.30,99117.42,185.44,0.00,0.00,0.00,932,-7036,15216,3617,-1468,1387,2269
OMEGA,32.30,99117.77,185.41,0.00,0.00,0.00,9040,-6808,15592,-13794,2330,-13556,2270
OMEGA,32.29,99117.52,185.43,0.00,0.00,0.00,6160,-9200,13408,-16574,-3994,-5954,2271
OMEGA,32.30,99116.36,185.53,0.00,0.00,0.00,3448,-10412,10936,-3347,7044,-4153,2272
OMEGA,32.29,99118.54,185.34,0.00,0.00,0.00,896,-12196,12236,-3697,-713,-1764,2273
OMEGA,32.29,99120.21,185.20,0.00,0.00,0.00,-456,-10056,12164,-6953,7891,-485,2274
OMEGA,32.29,99119.05,185.30,0.00,0.00,0.00,-2192,-14088,10152,83,-1317,-894,2275
OMEGA,32.29,99120.08,185.22,0.00,0.00,0.00,704,-10344,11332,-2438,-6826,1209,2276
OMEGA,32.29,99117.85,185.40,0.00,0.00,0.00,-544,-12156,14592,3313,-2549,-91,2277
OMEGA,32.29,99115.30,185.62,0.00,0.00,0.00,-1444,-11472,12952,1364,295,1082,2278
OMEGA,32.28,99113.98,185.73,0.00,0.00,0.00,1100,-8756,10096,-4929,-918,-1147,2279
OMEGA,32.28,99117.39,185.44,0.00,0.00,0.00,-1640,-3516,468,19564,-7613,-11831,2280
OMEGA,32.26,99116.75,185.50,0.00,0.00,0.00,-3084,-8852,14292,-1570,1077,611,2281
OMEGA,32.26,99114.95,185.65,0.00,0.00,0.00,2616,-19736,9888,-22504,3964,-26144,2282
OMEGA,32.25,99114.32,185.70,0.00,0.00,0.00,-3488,-14004,14152,139,2332,276,2283
OMEGA,32.26,99111.11,185.97,0.00,0.00,0.00,404,-12008,6312,-1021,-3793,-521,2284
OMEGA,32.26,99114.09,185.72,0.00,0.00,0.00,2312,-12932,12432,1719,-2602,-1714,2285
OMEGA,32.27,99114.47,185.69,0.00,0.00,0.00,-624,-9240,14772,6254,-11093,-3228,2286
OMEGA,32.26,99116.14,185.55,0.00,0.00,0.00,4020,-4740,14332,-2987,1938,-932,2287
OMEGA,32.26,99113.92,185.74,0.00,0.00,0.00,6156,-10188,11500,1206,3257,-4515,2288
OMEGA,32.26,99114.59,185.68,0.00,0.00,0.00,5492,-16160,9828,6167,-13482,16395,2289
OMEGA,32.25,99114.83,185.66,0.00,0.00,0.00,9804,-6532,13032,533,8902,-1281,2290
OMEGA,32.25,99115.95,185.56,0.00,0.00,0.00,1936,-21192,13248,-14223,5359,-2863,2291
OMEGA,32.25,99117.02,185.47,0.00,0.00,0.00,4360,-16428,4900,-2881,-4123,-599,2292
OMEGA,32.24,99114.81,185.66,0.00,0.00,0.00,-9640,-31060,8980,7769,-5437,7349,2293
OMEGA,32.24,99116.70,185.50,0.00,0.00,0.00,2324,-15384,15908,-129,6389,-3708,2294
OMEGA,32.22,99112.36,185.87,0.00,0.00,0.00,888,-13892,10004,-5894,-13492,2060,2295
OMEGA,32.22,99114.75,185.67,0.00,0.00,0.00,6428,-10896,11236,-4120,8441,-4729,2296
OMEGA,32.21,99116.77,185.50,0.00,0.00,0.00,1288,-13356,6064,757,4169,-1086,2297
OMEGA,32.20,99119.48,185.27,0.00,0.00,0.00,1588,-11640,7344,-4949,-2894,-2520,2298
OMEGA,32.20,99118.05,185.39,0.00,0.00,0.00,13176,-372,6788,1322,6320,-14989,2299
OMEGA,32.20,99120.17,185.21,0.00,0.00,0.00,15768,-8576,9288,2977,7230,-6721,2300
OMEGA,32.19,99109.69,186.10,0.00,0.00,0.00,4992,-3896,7096,-623,-4666,-4366,2301
OMEGA,32.19,99117.52,185.43,0.00,0.00,0.00,-4820,-1716,11280,-3690,-6940,-5831,2302
OMEGA,32.19,99126.92,184.63,0.00,0.00,0.00,-7424,-2368,16872,-6109,336,16128,2303
OMEGA,32.20,99127.05,184.62,0.00,0.00,0.00,-4352,2028,15244,13315,1204,4415,2304
OMEGA,32.21,99129.38,184.43,0.00,0.00,0.00,-2960,-2560,18080,-4884,-5908,-9676,2305
OMEGA,32.20,99124.38,184.85,0.00,0.00,0.00,-5636,-11536,15764,-6898,-510,-7854,2306
OMEGA,32.19,99129.66,184.40,0.00,0.00,0.00,1564,-3652,19100,-11843,-9311,1565,2307
OMEGA,32.17,99126.73,184.65,0.00,0.00,0.00,936,-4932,23988,12636,30063,-851,2308
OMEGA,32.16,99126.45,184.67,0.00,0.00,0.00,-8880,-1528,14316,6129,7034,-2535,2309
OMEGA,32.18,99128.91,184.47,0.00,0.00,0.00,-10528,-3104,11816,-1165,-5374,-2550,2310
OMEGA,32.20,99129.23,184.44,0.00,0.00,0.00,-12628,-5664,13068,-8995,1598,3289,2311
OMEGA,32.21,99129.21,184.44,0.00,0.00,0.00,-10912,-948,8636,1582,-1483,-3173,2312
OMEGA,32.22,99122.70,184.99,0.00,0.00,0.00,16,-10716,13752,-8537,-16060,-5995,2313
OMEGA,32.21,99124.64,184.83,0.00,0.00,0.00,6324,-23440,19840,11143,-8498,22942,2314
OMEGA,32.21,99123.56,184.92,0.00,0.00,0.00,9700,-17492,8368,-15154,8266,4258,2315
OMEGA,32.19,99122.70,184.99,0.00,0.00,0.00,4244,-14596,5060,682,-3726,4660,2316
OMEGA,32.18,99121.34,185.11,0.00,0.00,0.00,120,-24148,4632,-350,-4574,-1185,2317
OMEGA,32.15,99123.25,184.95,0.00,0.00,0.00,1492,-19608,4264,-6104,14433,-1004,2318
OMEGA,32.14,99123.96,184.89,0.00,0.00,0.00,696,-14292,-1532,6802,1393,-1079,2319
OMEGA,32.11,99119.51,185.26,0.00,0.00,0.00,-5888,-15908,6508,-2311,-3709,8542,2320
OMEGA,32.09,99119.45,185.27,0.00,0.00,0.00,3756,-21400,-1084,-8873,11043,-6171,2321
OMEGA,32.07,99118.09,185.38,0.00,0.00,0.00,1556,-13708,3256,7808,-5444,3039,2322
OMEGA,32.07,99121.64,185.08,0.00,0.00,0.00,-584,-13612,8448,-944,312,278,2323
OMEGA,32.05,99118.06,185.38,0.00,0.00,0.00,4676,-14528,7016,-3641,-11824,-4118,2324
OMEGA,32.04,99121.13,185.13,0.00,0.00,0.00,-324,-16376,2656,3641,-7339,3018,2325
OMEGA,32.03,99122.06,185.05,0.00,0.00,0.00,-2056,-12680,10032,302,-8031,3857,2326
OMEGA,32.01,99118.55,185.34,0.00,0.00,0.00,6620,-20752,1696,-10064,4678,-2666,2327
OMEGA,32.00,99118.98,185.31,0.00,0.00,0.00,-772,-17768,6524,-1589,-2,-3814,2328
OMEGA,31.99,99124.34,184.85,0.00,0.00,0.00,856,-12264,7864,-352,7766,826,2329
OMEGA,31.97,99120.34,185.19,0.00,0.00,0.00,1740,-15208,7500,2457,1537,814,2330
OMEGA,31.95,99120.48,185.18,0.00,0.00,0.00,1576,-18612,6792,-3136,4463,2105,2331
OMEGA,31.92,99119.42,185.27,0.00,0.00,0.00,6624,-9668,11596,1435,1690,-6675,2333
OMEGA,31.91,99123.75,184.90,0.00,0.00,0.00,11968,-6720,17792,7849,-7674,8212,2334
OMEGA,31.91,99137.05,183.78,0.00,0.00,0.00,17208,-8276,17592,-9495,7167,-2144,2335
OMEGA,31.99,99142.63,183.30,0.00,0.00,0.00,7156,-6604,13096,2454,-1741,6370,2336
OMEGA,32.08,99135.95,183.87,0.00,0.00,0.00,8388,-5248,11456,5356,-3313,1530,2337
OMEGA,32.13,99134.27,184.01,0.00,0.00,0.00,11532,-3692,14760,251,674,-2693,2338
OMEGA,32.14,99159.73,181.85,0.00,0.00,0.00,11112,-9844,13800,-1119,-4936,2496,2339
OMEGA,32.20,99136.80,183.80,0.00,0.00,0.00,4004,-7824,17564,-2954,2812,35,2340
OMEGA,32.33,99124.02,184.88,0.00,0.00,0.00,6532,-10028,13512,-2347,-323,1152,2341
OMEGA,32.34,99149.70,182.71,0.00,0.00,0.00,6256,-9984,17620,9196,7237,1078,2342
OMEGA,32.34,99172.06,180.81,0.00,0.00,0.00,8392,-2512,15116,-656,2221,2990,2343
OMEGA,32.35,99134.59,183.92,0.00,0.00,0.00,4460,452,10760,4394,-3546,10172,2344
OMEGA,32.37,99166.27,181.30,0.00,0.00,0.00,9148,-11024,14284,1524,5113,3718,2345
OMEGA,32.34,99128.84,184.47,0.00,0.00,0.00,1740,-15604,14504,-1527,-6334,-207,2346
OMEGA,32.30,99117.91,185.40,0.00,0.00,0.00,6576,-12800,15920,6554,-11779,717,2347
OMEGA,32.29,99107.73,186.26,0.00,0.00,0.00,2684,-14336,8240,-3571,-4529,9650,2348
OMEGA,32.29,99112.03,185.90,0.00,0.00,0.00,11252,-21048,12892,11768,-21206,7032,2349
OMEGA,32.25,99108.16,186.22,0.00,0.00,0.00,13184,-3388,11052,-8472,3261,-4644,2351
OMEGA,32.24,99107.48,186.28,0.00,0.00,0.00,9828,-6792,12360,2650,2393,-5348,2352
OMEGA,32.23,99119.48,185.27,0.00,0.00,0.00,14216,-3540,12928,-1777,-136,4416,2353
OMEGA,32.22,99096.45,187.22,0.00,0.00,0.00,11332,-4488,14596,3936,-2072,440,2354
OMEGA,32.20,99109.50,186.11,0.00,0.00,0.00,13196,-5756,9132,-4622,-6917,3056,2355
OMEGA,32.20,99107.38,186.29,0.00,0.00,0.00,13600,-9968,6516,-1916,640,446,2356
OMEGA,32.17,99106.04,186.40,0.00,0.00,0.00,13960,-9552,-1572,-1621,-1595,-557,2357
OMEGA,32.16,99102.67,186.69,0.00,0.00,0.00,13524,-11536,-4560,7595,-4044,-2126,2358
OMEGA,32.15,99113.30,185.79,0.00,0.00,0.00,10424,-7704,8552,20068,21012,516,2359
OMEGA,32.15,99110.80,186.00,0.00,0.00,0.00,1232,452,19336,7501,-1465,-6917,2360
OMEGA,32.13,99118.44,185.35,0.00,0.00,0.00,5664,-2172,17752,6514,330,-3599,2361
OMEGA,32.08,99113.41,185.78,0.00,0.00,0.00,5864,-1580,19128,14441,1520,22436,2362
OMEGA,32.09,99102.86,186.67,0.00,0.00,0.00,4040,-3796,17660,1145,-842,1828,2363
OMEGA,32.09,99111.45,185.95,0.00,0.00,0.00,4224,-2792,17372,-48,1493,-1134,2364
OMEGA,32.08,99107.95,186.24,0.00,0.00,0.00,3920,-3420,17340,-1212,649,341,2365
OMEGA,32.08,99113.23,185.79,0.00,0.00,0.00,6136,-7456,15696,-1092,404,1228,2366
OMEGA,32.07,99104.75,186.51,0.00,0.00,0.00,4980,-6388,16032,596,750,-224,2367
OMEGA,32.06,99110.24,186.05,0.00,0.00,0.00,5016,-5992,16156,-403,841,654,2368
OMEGA,32.06,99117.80,185.41,0.00,0.00,0.00,3976,-5856,16076,-288,584,439,2369
OMEGA,32.07,99113.60,185.77,0.00,0.00,0.00,2884,-6180,16168,6,878,-384,2370
OMEGA,32.07,99120.45,185.18,0.00,0.00,0.00,2632,-7572,15620,-6712,1841,-1126,2371
OMEGA,32.07,99109.64,186.10,0.00,0.00,0.00,-680,-11568,15468,-4987,-884,-1777,2372
OMEGA,32.07,99113.05,185.81,0.00,0.00,0.00,-1304,-13836,12188,-5622,-1911,-1098,2373
OMEGA,32.05,99112.42,185.86,0.00,0.00,0.00,-252,-10808,15348,-1423,1699,-1223,2374
OMEGA,32.05,99090.84,187.69,0.00,0.00,0.00,440,-8764,15152,6484,3325,-2310,2375
OMEGA,32.06,99110.77,186.01,0.00,0.00,0.00,-4848,-4824,10476,-8011,6276,-8169,2376
OMEGA,32.06,99102.89,186.67,0.00,0.00,0.00,-3644,-8152,16568,-10178,-6835,1356,2377
OMEGA,32.06,99103.05,186.18,0.00,0.00,0.00,-44,1608,17084,-3925,-2617,-20926,2378
OMEGA,32.06,99114.34,185.70,0.00,0.00,0.00,-9584,7820,13240,-1023,-576,-2616,2379
OMEGA,32.07,99109.02,186.15,0.00,0.00,0.00,-1704,5784,16836,-726,-507,216,2380
OMEGA,32.07,99106.77,186.34,0.00,0.00,0.00,-1332,5248,16648,-815,-423,241,2381
OMEGA,32.08,99104.11,186.57,0.00,0.00,0.00,-268,5596,16904,-615,-713,86,2382
OMEGA,32.08,99111.20,185.97,0.00,0.00,0.00,-332,5828,17000,239,1177,211,2383
OMEGA,32.09,99118.67,185.33,0.00,0.00,0.00,280,6944,15512,-310,15,2,2384
OMEGA,32.09,99127.73,184.57,0.00,0.00,0.00,-272,7248,15688,-709,459,348,2385
OMEGA,32.10,99121.44,185.10,0.00,0.00,0.00,900,6896,16732,-485,-716,131,2386
OMEGA,32.10,99121.00,185.14,0.00,0.00,0.00,224,7820,15696,-457,1320,880,2387
OMEGA,32.10,99127.32,184.60,0.00,0.00,0.00,784,8688,17664,1966,-4949,2610,2388
OMEGA,32.10,99111.25,185.96,0.00,0.00,0.00,2992,9268,14848,-761,-515,731,2389
OMEGA,32.09,99113.67,185.76,0.00,0.00,0.00,4180,9436,15576,-1502,-2840,1851,2390
OMEGA,32.09,99119.52,185.26,0.00,0.00,0.00,4672,8756,14308,-644,-759,242,2391
OMEGA,32.10,99111.94,185.46,0.00,0.00,0.00,4704,9176,14612,-750,-606,363,2392
OMEGA,32.10,99116.89,185.48,0.00,0.00,0.00,3144,9340,14992,346,2715,-1256,2393
OMEGA,32.11,99117.62,185.42,0.00,0.00,0.00,4440,9668,14732,-267,602,119,2394
OMEGA,32.10,99122.88,184.98,0.00,0.00,0.00,4656,9288,14244,-459,-748,469,2395
OMEGA,32.10,99124.76,184.82,0.00,0.00,0.00,4380,8064,15308,141,1572,-2017,2396
OMEGA,32.11,99115.40,185.61,0.00,0.00,0.00,472,9404,15772,-1295,844,2619,2397
OMEGA,32.12,99102.34,186.72,0.00,0.00,0.00,692,10196,14876,-1003,1351,-1392,2398
OMEGA,32.12,99116.37,185.53,0.00,0.00,0.00,-6368,1268,17896,-612,3424,-4767,2399
OMEGA,32.11,99110.66,186.01,0.00,0.00,0.00,-5764,-12048,14024,2225,-4025,-7630,2400
OMEGA,32.10,99114.51,185.69,0.00,0.00,0.00,-3908,-9632,21836,-5346,-15412,-3529,2401
OMEGA,32.11,99122.23,185.03,0.00,0.00,0.00,128,-3792,18920,361,1289,-274,2402
OMEGA,32.10,99122.29,185.03,0.00,0.00,0.00,-5968,4124,9136,-21584,-17370,32767,2403
OMEGA,32.10,99115.19,185.63,0.00,0.00,0.00,-3300,-9476,18616,-443,-2038,358,2404
OMEGA,32.10,99110.50,186.03,0.00,0.00,0.00,-1296,-5004,16192,2848,4196,2510,2405
OMEGA,32.10,99120.11,185.21,0.00,0.00,0.00,3124,-1648,11852,-16946,5620,-6665,2406
OMEGA,32.09,99121.16,185.12,0.00,0.00,0.00,6656,972,17992,-5562,1579,-6601,2407
OMEGA,32.09,99110.42,186.03,0.00,0.00,0.00,-1176,-8448,21104,-14688,5250,4102,2408
OMEGA,32.09,99109.87,186.08,0.00,0.00,0.00,1984,-5816,16004,5332,-1644,4743,2409
OMEGA,32.08,99105.30,186.47,0.00,0.00,0.00,-380,-6604,16700,426,802,-1057,2410
OMEGA,32.08,99115.05,185.64,0.00,0.00,0.00,1772,-7916,16600,1313,-954,215,2411
OMEGA,32.08,99113.52,185.77,0.00,0.00,0.00,-560,-7628,16492,-1042,-1571,-312,2412
OMEGA,32.07,99111.89,185.91,0.00,0.00,0.00,1204,-9660,17992,933,18,-1507,2413
OMEGA,32.07,99114.11,185.72,0.00,0.00,0.00,2428,1408,14044,-2574,-1924,4295,2414
OMEGA,32.07,99113.09,185.81,0.00,0.00,0.00,1476,1228,18368,-507,1820,108,2415
OMEGA,32.06,99117.13,185.47,0.00,0.00,0.00,2116,848,17916,-539,-522,-153,2416
OMEGA,32.06,99120.16,185.21,0.00,0.00,0.00,2136,1272,17620,-361,846,267,2417
OMEGA,32.05,99108.83,186.17,0.00,0.00,0.00,1820,1248,18128,-611,33,-134,2418
OMEGA,32.05,99101.75,186.77,0.00,0.00,0.00,1536,1176,17752,-471,659,132,2420
OMEGA,32.03,99106.80,186.34,0.00,0.00,0.00,1820,848,17816,-512,618,-102,2421
OMEGA,32.01,99118.55,185.34,0.00,0.00,0.00,2128,772,17480,-577,549,95,2423
OMEGA,32.00,99115.58,185.60,0.00,0.00,0.00,1352,636,17476,-813,51,191,2424
OMEGA,32.00,99106.13,186.40,0.00,0.00,0.00,1500,1328,17904,-496,876,438,2425
OMEGA,31.99,99117.20,185.46,0.00,0.00,0.00,1332,400,18240,-551,57,95,2426
OMEGA,32.00,99115.22,185.63,0.00,0.00,0.00,820,892,18008,-482,162,209,2427
OMEGA,32.00,99112.66,185.84,0.00,0.00,0.00,852,756,18120,-482,16,731,2428
OMEGA,31.98,99108.45,186.20,0.00,0.00,0.00,-76,1164,18216,-670,1301,21,2429
OMEGA,31.97,99108.34,186.21,0.00,0.00,0.00,2420,476,17616,-532,546,583,2430
OMEGA,31.97,99124.58,184.83,0.00,0.00,0.00,1924,960,17944,-520,-32,-261,2431
OMEGA,31.94,99117.47,185.43,0.00,0.00,0.00,2384,592,18188,-692,389,134,2433
OMEGA,31.92,99107.16,186.31,0.00,0.00,0.00,1892,756,18376,-689,116,-277,2434
OMEGA,31.92,99114.67,185.67,0.00,0.00,0.00,2236,780,17680,-559,351,233,2435
OMEGA,31.92,99113.30,185.79,0.00,0.00,0.00,1824,852,18100,-485,561,333,2436
OMEGA,31.92,99125.95,184.72,0.00,0.00,0.00,1848,1056,18180,-604,842,311,2437
OMEGA,31.93,99119.84,185.23,0.00,0.00,0.00,2168,720,17668,-620,-147,-163,2438
OMEGA,31.91,99107.85,186.25,0.00,0.00,0.00,1972,888,18292,-372,299,323,2439
OMEGA,31.89,99106.25,186.39,0.00,0.00,0.00,2396,788,17720,-517,542,3,2441
OMEGA,31.87,99103.16,186.65,0.00,0.00,0.00,2264,792,17924,-481,41,115,2442
OMEGA,31.87,99111.27,185.96,0.00,0.00,0.00,1636,864,18220,-456,885,278,2443
OMEGA,31.86,99102.34,186.72,0.00,0.00,0.00,1936,460,18172,-348,543,491,2444
OMEGA,31.86,99092.44,187.56,0.00,0.00,0.00,2040,744,17884,-583,148,10,2445
OMEGA,31.85,99094.17,187.41,0.00,0.00,0.00,2128,612,17708,-490,68,104,2446
OMEGA,31.85,99121.69,185.08,0.00,0.00,0.00,1816,1000,17764,-634,-1,-33,2447
OMEGA,31.85,99119.45,185.27,0.00,0.00,0.00,2132,840,17736,-520,623,100,2448
OMEGA,31.85,99122.33,185.03,0.00,0.00,0.00,2212,600,17872,-622,283,-228,2449
OMEGA,31.85,99116.34,185.53,0.00,0.00,0.00,2152,1072,17968,-481,580,-15,2450
OMEGA,31.85,99116.72,185.50,0.00,0.00,0.00,1896,604,17964,-548,457,251,2451
OMEGA,31.85,99119.16,185.29,0.00,0.00,0.00,1648,656,17944,-488,705,133,2452
OMEGA,31.87,99122.89,184.98,0.00,0.00,0.00,1452,880,18100,-645,276,-165,2453
OMEGA,31.87,99123.41,184.93,0.00,0.00,0.00,2080,568,17652,-501,272,65,2454
OMEGA,31.87,99124.01,184.88,0.00,0.00,0.00,4832,1584,20128,-3213,2405,419,2455
OMEGA,31.87,99121.27,185.12,0.00,0.00,0.00,-424,-12356,12188,8843,-6723,-10259,2457
OMEGA,31.88,99122.03,185.05,0.00,0.00,0.00,-1204,-3524,17908,-1154,598,2029,2458
OMEGA,31.88,99118.95,185.31,0.00,0.00,0.00,-1616,-8952,14828,-6906,1858,-7011,2459
OMEGA,31.90,99121.72,185.08,0.00,0.00,0.00,404,-10124,17108,-555,-505,7824,2461
OMEGA,31.89,99119.66,185.25,0.00,0.00,0.00,-1144,-7900,15524,364,-216,670,2462
OMEGA,31.90,99118.81,185.32,0.00,0.00,0.00,-1884,-9536,15388,-1163,-533,-88,2463
OMEGA,31.91,99113.97,185.73,0.00,0.00,0.00,2336,-9628,15540,-8077,-217,9522,2464
OMEGA,31.92,99119.76,185.24,0.00,0.00,0.00,-6260,-5176,12532,-1165,76,-3592,2465
OMEGA,31.93,99126.30,184.69,0.00,0.00,0.00,-4456,-9900,13616,-512,286,-5,2466
OMEGA,31.92,99117.07,185.47,0.00,0.00,0.00,-4268,-9584,13808,-165,240,-348,2467
OMEGA,31.93,99119.88,185.23,0.00,0.00,0.00,-5620,-11308,12880,-4104,3724,2235,2468
OMEGA,31.94,99118.80,185.32,0.00,0.00,0.00,-10436,-5484,8696,4792,-11121,5074,2469
OMEGA,31.95,99122.80,184.98,0.00,0.00,0.00,-12520,-1400,7956,1176,4693,9674,2470
OMEGA,31.95,99123.05,184.96,0.00,0.00,0.00,-16268,2780,9596,-2338,-3886,32767,2471
OMEGA,31.95,99118.77,185.33,0.00,0.00,0.00,-7636,10192,12292,-817,337,201,2472
OMEGA,31.96,99121.02,185.14,0.00,0.00,0.00,-7140,9956,11868,-1444,553,1443,2473
OMEGA,31.97,99122.19,185.04,0.00,0.00,0.00,-2852,8504,13596,-3499,-578,-297,2474
OMEGA,31.97,99121.88,185.06,0.00,0.00,0.00,-7660,8712,12844,-3854,-757,-6176,2475
OMEGA,31.97,99117.82,185.41,0.00,0.00,0.00,-6092,9392,14180,1079,113,5518,2476
OMEGA,31.98,99123.67,184.91,0.00,0.00,0.00,-1412,8896,13180,7687,-7417,-10866,2477
OMEGA,31.98,99119.95,185.23,0.00,0.00,0.00,-4612,7328,14276,-2168,1828,-10845,2478
OMEGA,31.98,99116.73,185.50,0.00,0.00,0.00,-11144,2116,13984,-7906,6914,-320,2479
OMEGA,31.99,99125.50,184.76,0.00,0.00,0.00,-10184,656,12404,1180,2536,1765,2480
OMEGA,31.99,99123.63,184.91,0.00,0.00,0.00,-9028,1352,12128,3971,-5574,-596,2481
OMEGA,31.99,99127.63,184.58,0.00,0.00,0.00,-12188,3224,11672,-6642,13445,-24721,2482
OMEGA,31.99,99121.39,185.10,0.00,0.00,0.00,-6764,10700,16336,8602,3410,11358,2483
OMEGA,31.99,99119.42,185.27,0.00,0.00,0.00,-6520,7988,16728,-1450,-23017,-1866,2484
OMEGA,31.99,99115.80,185.58,0.00,0.00,0.00,-928,9456,18216,398,1292,-2767,2485
OMEGA,32.00,99115.05,185.64,0.00,0.00,0.00,-840,7796,17236,538,563,3835,2486
OMEGA,32.01,99120.57,185.17,0.00,0.00,0.00,-360,6972,15072,-1326,-1074,1548,2487
OMEGA,32.01,99120.95,185.14,0.00,0.00,0.00,-876,7156,15032,-443,246,713,2488
OMEGA,32.01,99119.99,185.22,0.00,0.00,0.00,24,8160,15536,-2112,2307,390,2489
OMEGA,32.01,99123.03,184.85,0.00,0.00,0.00,1044,8904,15792,-2520,4443,1223,2490
OMEGA,32.02,99121.41,185.10,0.00,0.00,0.00,2112,7392,15372,-627,279,1254,2491
OMEGA,32.02,99120.38,185.19,0.00,0.00,0.00,808,8392,14952,63,-331,3663,2492
OMEGA,32.02,99117.98,185.39,0.00,0.00,0.00,3448,8964,16364,-1298,1737,1339,2493
OMEGA,32.03,99123.22,184.95,0.00,0.00,0.00,4804,-1120,8568,-7285,-10489,6365,2494
OMEGA,32.03,99119.80,185.24,0.00,0.00,0.00,-6128,12588,28724,8032,9450,-13517,2495
OMEGA,32.02,99119.77,185.24,0.00,0.00,0.00,664,3508,14908,-5311,6529,-3316,2496
OMEGA,32.03,99116.38,185.53,0.00,0.00,0.00,6576,1536,13832,78,-304,12471,2497
OMEGA,32.03,99119.30,185.28,0.00,0.00,0.00,2428,9592,17728,-1929,-9037,-7609,2498
OMEGA,32.03,99120.88,185.15,0.00,0.00,0.00,6400,8272,15452,2257,-165,-2889,2499
OMEGA,32.04,99120.40,185.19,0.00,0.00,0.00,-6328,22476,16844,7972,-932,-6874,2500
OMEGA,32.03,99123.78,184.90,0.00,0.00,0.00,9588,6120,13328,-4863,1772,-6412,2501
OMEGA,32.04,99120.06,185.22,0.00,0.00,0.00,5940,8592,15140,-1634,-1331,-597,2502
OMEGA,32.04,99121.25,185.12,0.00,0.00,0.00,-860,12668,17308,2537,664,1219,2503
OMEGA,32.04,99120.00,185.22,0.00,0.00,0.00,3684,9936,17512,5599,-3201,-815,2504
OMEGA,32.04,99119.11,185.30,0.00,0.00,0.00,2340,10388,13744,-1367,1411,-458,2505
OMEGA,32.05,99117.27,185.45,0.00,0.00,0.00,932,11124,15100,4367,1681,4449,2506
OMEGA,32.05,99115.46,185.61,0.00,0.00,0.00,6536,9628,13944,-1501,-1132,-1449,2507
OMEGA,32.06,99121.00,185.14,0.00,0.00,0.00,7184,12648,12976,-341,-881,3954,2508
OMEGA,32.06,99122.38,185.02,0.00,0.00,0.00,5636,10016,12628,-1812,3684,-1048,2509
OMEGA,32.06,99122.03,185.05,0.00,0.00,0.00,5636,10692,12984,-743,1338,448,2510
OMEGA,32.06,99121.05,185.13,0.00,0.00,0.00,4676,10180,11800,-632,1354,424,2511
OMEGA,32.06,99117.13,185.47,0.00,0.00,0.00,6048,10020,13884,1407,-2821,51,2513
OMEGA,32.07,99117.09,185.47,0.00,0.00,0.00,3568,9112,13704,-1809,-2394,-7005,2514
OMEGA,32.07,99115.52,185.60,0.00,0.00,0.00,-2980,11140,17020,-11267,4432,448,2515
OMEGA,32.08,99116.25,185.54,0.00,0.00,0.00,-1648,8696,14956,-2281,5819,2379,2516
OMEGA,32.08,99121.63,185.08,0.00,0.00,0.00,5140,11820,7192,-3757,1860,-4848,2517
OMEGA,32.08,99118.20,185.37,0.00,0.00,0.00,2044,9648,14172,-5776,3815,4073,2518
OMEGA,32.09,99122.87,184.98,0.00,0.00,0.00,-416,7576,14760,-3138,-158,-2851,2520
OMEGA,32.08,99122.30,185.03,0.00,0.00,0.00,5332,8316,18556,7750,4364,3276,2521
OMEGA,32.10,99126.61,184.66,0.00,0.00,0.00,2636,384,17944,-330,190,118,2524
OMEGA,32.10,99121.81,185.07,0.00,0.00,0.00,2736,648,18216,-327,1068,257,2525
OMEGA,32.10,99125.28,184.77,0.00,0.00,0.00,2604,772,16836,-588,477,-84,2526
OMEGA,32.12,99126.67,184.66,0.00,0.00,0.00,2352,476,18860,-467,-18,-269,2531
OMEGA,32.13,99124.91,184.81,0.00,0.00,0.00,2580,436,18184,-353,675,-11,2534
OMEGA,32.14,99127.76,184.56,0.00,0.00,0.00,2916,812,18128,-860,-66,-7,2538
676
OMEGA,32.63,99262.29,173.17,0.00,0.00,0.00,-14452,-7432,8232,-5338,-4471,1879,2677
OMEGA,32.63,99231.17,175.80,0.00,0.00,0.00,-16916,-9008,232,-246,-814,50,2678
OMEGA,32.63,99231.04,175.81,0.00,0.00,0.00,-15516,-9488,2172,-424,966,-42,2679
OMEGA,32.64,99213.63,177.29,0.00,0.00,0.00,-14016,-7516,1808,-595,903,95,2680
OMEGA,32.64,99218.28,176.89,0.00,0.00,0.00,-18292,-10708,2684,24,-527,372,2681
OMEGA,32.65,99175.09,180.55,0.00,0.00,0.00,-14760,-5128,3556,-1679,46,-111,2682
